Model,Mean Squared Error,R^2 Score
Random Forest,0.04504712318042697,0.47069723181339385
Linear Regression,0.050386836360742746,0.4079557120865206
Ridge Regression,0.050589135789176586,0.40557869797523716
Lasso Regression,0.09594859479328462,-0.12739400969709536
Gradient Boosting,0.04128886561678177,0.5148566806649464
