Model,Mean Squared Error,R^2 Score
Random Forest,0.06221838963213868,0.27301572298700805
Linear Regression,0.06117128618351984,0.28525049389722745
Ridge Regression,0.07423129499436193,0.13265218463097417
Lasso Regression,0.09668654819342605,-0.12972387666831864
Gradient Boosting,0.0635626271757207,0.25730911976997617
