Model,Mean Squared Error,R^2 Score
Random Forest,0.060385013143947654,0.29728267181256185
Linear Regression,0.06118301749934052,0.28799607139124817
Ridge Regression,0.07439385128309177,0.13425789470963057
Lasso Regression,0.09687969781281854,-0.12741620574531165
Gradient Boosting,0.06233125173208213,0.2746337476927825
