Model,Mean Squared Error,R^2 Score
Random Forest,0.05888070655336799,0.2988420684157458
Linear Regression,0.0609134988931628,0.27463535358940483
Ridge Regression,0.0732580254818527,0.12763537284923576
Lasso Regression,0.09453848377395836,-0.1257746657299348
Gradient Boosting,0.06393471743822945,0.2386583507658584
