Model,Mean Squared Error,R^2 Score
Random Forest,0.04528866089269838,0.46356236407155227
Linear Regression,0.04075115252393201,0.517308494214672
Ridge Regression,0.04627222258848057,0.45191221808632986
Lasso Regression,0.09512343802263235,-0.12672336095664982
Gradient Boosting,0.04255549745640132,0.49593628954148494
