Model,Mean Squared Error,R^2 Score
Random Forest,0.06235267437249753,0.2598807944616712
Linear Regression,0.060898527875742306,0.2771413492132655
Ridge Regression,0.07376185499055635,0.12445510855708186
Lasso Regression,0.09450484478430976,-0.1217618385288961
Gradient Boosting,0.059370910953539066,0.2952739896205334
