Model,Mean Squared Error,R^2 Score
Random Forest,0.04564862444993087,0.4601978061629942
Linear Regression,0.05118908932008783,0.3946809340156644
Ridge Regression,0.04951493130000186,0.4144781170187022
Lasso Regression,0.09541229070447775,-0.1282654069408491
Gradient Boosting,0.042085702893256735,0.5023299162963757
