Model,Mean Squared Error,R^2 Score
Random Forest,0.06149452422181323,0.27235564265497514
Linear Regression,0.061983135162875756,0.26657407106465336
Ridge Regression,0.07487504332446435,0.11402838756032119
Lasso Regression,0.09528981117343069,-0.12753280540423506
Gradient Boosting,0.057893676608665644,0.31496328098575077
