Model,Mean Squared Error,R^2 Score
Random Forest,0.04867638081999787,0.4225054756308242
Linear Regression,0.05384899567621432,0.3611377916367746
Ridge Regression,0.05269097282775367,0.37487652575822505
Lasso Regression,0.09517105701565647,-0.12910539730161164
Gradient Boosting,0.04631723795142743,0.4504942468963392
