Model,Mean Squared Error,R^2 Score
Random Forest,0.04456728748309877,0.47741269414604637
Linear Regression,0.04719947707174125,0.446548153284161
Ridge Regression,0.04896704861533995,0.42582195469683026
Lasso Regression,0.09606660749566134,-0.12645827082757544
Gradient Boosting,0.04133353925878245,0.515330994042497
