Model,Mean Squared Error,R^2 Score
Random Forest,0.04834998713408073,0.4276852447015602
Linear Regression,0.04748350452443348,0.43794172690775857
Ridge Regression,0.0508720857839121,0.39783137384914535
Lasso Regression,0.09532262531056497,-0.12832594614211756
Gradient Boosting,0.04625402031258299,0.4524950287296845
