Model,Mean Squared Error,R^2 Score
Random Forest,0.048197009481425496,0.4316054377439692
Linear Regression,0.05162793382379701,0.39114403234354966
Ridge Regression,0.05226489221719024,0.383632286467956
Lasso Regression,0.09544627765196935,-0.12561226907379774
Gradient Boosting,0.04607690684665621,0.4566081261263668
