Model,Mean Squared Error,R^2 Score
Random Forest,0.04692807407022895,0.44517587698462946
Linear Regression,0.04661049755051459,0.448930540211957
Ridge Regression,0.049077100387008715,0.41976823635228777
Lasso Regression,0.09550380213279662,-0.1291282310811408
Gradient Boosting,0.043789404930986146,0.4822839277009179
