Model,Mean Squared Error,R^2 Score
Random Forest,0.05791000565195029,0.3072460669417938
Linear Regression,0.06171540640508548,0.26172359964242686
Ridge Regression,0.07438123288680508,0.11020744950804096
Lasso Regression,0.09384078317405219,-0.12257926576281797
Gradient Boosting,0.058793788757169785,0.2966737277541429
