region_name,mean_light,sum_light
三重県,1.8561173333303649,13026.2314453125
京都府,2.370939701190161,13421.8896484375
佐賀県,1.6422920815133608,4793.8505859375
兵庫県,3.0029100366360453,30890.935546875
北海道,1.0327009830984446,118780.234375
千葉県,6.174215918491964,39181.57421875
和歌山県,1.1622883029133029,6622.71875
埼玉県,7.478507741130231,35201.3359375
大分県,1.1134587601111403,8465.626953125
大阪府,19.737799726967992,45633.79296875
奈良県,1.82857779759251,8203.0
宮城県,1.7981506472231175,16738.984375
宮崎県,0.7106206819824858,6512.1279296875
富山県,1.6202642324840015,8608.4638671875
山口県,1.2117374417072182,8964.43359375
山形県,0.8460254806684828,10093.083984375
山梨県,1.3234714512207562,7297.62158203125
岐阜県,1.2148219344455244,15933.6044921875
岡山県,1.470489593218024,12784.4365234375
岩手県,0.6878019870333518,13652.181640625
島根県,0.6885304201059528,5661.78564453125
広島県,1.5207107235314041,15713.50390625
徳島県,0.9443260860405014,4727.29638671875
愛媛県,1.0669387118096356,7263.71875
愛知県,8.003584732734152,50758.734375
新潟県,1.01438740606311,16113.5439453125
東京都,21.816630128861185,58621.28515625
栃木県,1.8180754082875343,14555.51171875
沖縄県,0.0,0.0
滋賀県,2.0290577451864458,9984.9931640625
熊本県,1.1290822988619635,9970.92578125
石川県,1.550447398419595,8118.142578125
神奈川県,12.825280745289367,38116.734375
福井県,1.1575245223601736,6001.7646484375
福岡県,4.562162894214703,27304.544921875
福島県,0.9651680729645814,16786.203125
秋田県,0.6427822415151465,9739.4365234375
群馬県,1.6711054115516915,13238.4970703125
茨城県,2.9940729029334214,22710.04296875
長崎県,1.201854207906748,5957.59130859375
長野県,0.9821642435383244,16529.82421875
青森県,0.9431885894753861,12032.2568359375
静岡県,2.2763763200063045,21664.2734375
香川県,2.2490593024059735,5082.8740234375
高知県,0.7113028669027599,6069.54736328125
鳥取県,0.8109044655519217,3502.29638671875
鹿児島県,0.7161159944277319,7706.84033203125
