region_name,mean_light,sum_light
三重県,1.5363973387628242,10782.4365234375
京都府,1.8638460381337218,10551.232421875
佐賀県,1.3813177973246402,4032.066650390625
兵庫県,2.49837666776028,25700.80078125
北海道,0.783836053717212,90156.0390625
千葉県,4.8625469045461704,30857.72265625
和歌山県,0.8374660996731309,4771.8818359375
埼玉県,6.252661843398131,29431.279296875
大分県,0.8032333813543996,6106.9833984375
大阪府,16.95782871972318,39206.5
奈良県,1.428309623864523,6407.39697265625
宮城県,1.3835774687130733,12879.72265625
宮崎県,0.448051169573194,4105.94091796875
富山県,1.1660186578027951,6195.05712890625
山口県,0.8368126837489862,6190.740234375
山形県,0.6347393486745599,7572.4404296875
山梨県,0.8826326488540533,4866.83642578125
岐阜県,0.9154313702014715,12006.7978515625
岡山県,1.0823277907177364,9409.7578125
岩手県,0.3567657493765429,7081.443359375
島根県,0.38199923233613037,3141.1796875
広島県,1.1509021082333302,11892.271484375
徳島県,0.7094534410270176,3551.52392578125
愛媛県,0.7310823290384474,4977.20849609375
愛知県,7.706309991918953,48873.41796875
新潟県,0.7354084902226944,11681.9638671875
東京都,17.234473855601042,46309.03125
栃木県,1.4719365749125655,11784.32421875
沖縄県,0.0,0.0
滋賀県,1.6616962063096932,8177.20703125
熊本県,0.8546874778833088,7547.7451171875
石川県,1.2092078130968296,6331.412109375
神奈川県,10.689537243438762,31769.3046875
福井県,0.8164205641272902,4233.140625
福岡県,3.9282718515037596,23510.70703125
福島県,0.589735829512132,10256.685546875
秋田県,0.4945710936468783,7493.7412109375
群馬県,1.2298040662080283,9742.5078125
茨城県,2.4416086437046802,18519.6015625
長崎県,1.0351180306889247,5131.080078125
長野県,0.6252681920306001,10523.263671875
青森県,0.9102494126998902,11612.0517578125
静岡県,1.867959761151098,17777.373046875
香川県,1.9476741824529866,4401.74365234375
高知県,0.4329216980674294,3694.120849609375
鳥取県,0.5398853652646736,2331.764892578125
鹿児島県,0.5088077552964133,5475.7890625
