region_name,mean_light,sum_light
三重県,20.01695639783414,140479.0
京都府,17.922805158099276,101461.0
佐賀県,23.069544364508392,67340.0
兵庫県,21.34597064255857,219586.0
北海道,10.005146975717055,1150782.0
千葉県,34.1864166404034,216947.0
和歌山県,12.245349245349246,69774.0
埼玉県,43.42022519651583,204379.0
大分県,10.268052084703406,78068.0
大阪府,50.67906574394463,117170.0
奈良県,15.400802496656263,69088.0
宮城県,17.89418841980879,166577.0
宮崎県,9.061436054124837,83039.0
富山県,17.599284773197816,93505.0
山口県,13.217491213841578,97783.0
山形県,14.269237217099748,170232.0
山梨県,14.409321726514326,79453.0
岐阜県,14.523787740164684,190494.0
岡山県,15.4597423510467,134407.0
岩手県,9.459569751624768,187763.0
島根県,8.036239815152621,66082.0
広島県,14.880286460853576,153758.0
徳島県,12.111865761086696,60632.0
愛媛県,11.774383078730905,80160.0
愛知県,38.87811415957111,246565.0
新潟県,14.212653446647781,225768.0
東京都,40.73502046892445,109455.0
栃木県,22.51361478890832,180244.0
沖縄県,0.0,0.0
滋賀県,23.260516155252997,114465.0
熊本県,13.543086853131015,119599.0
石川県,15.182964094728801,79498.0
神奈川県,44.88862718707941,133409.0
福井県,14.159691417550627,73418.0
福岡県,30.62121971595656,183268.0
福島県,11.898171573137075,206933.0
秋田県,11.282140971488912,170947.0
群馬県,18.7879323403181,148838.0
茨城県,31.550955833882664,239314.0
長崎県,15.058099657050635,74643.0
長野県,13.467320261437909,226655.0
青森県,14.214235321784118,181331.0
静岡県,22.092466113270987,210254.0
香川県,24.946902654867255,56380.0
高知県,7.456228758935896,63624.0
鳥取県,9.756425098402408,42138.0
鹿児島県,9.14235272254228,98390.0
