region_name,mean_light,sum_light
三重県,16.527856939298946,115992.5
京都府,15.265412471294825,86417.5
佐賀県,20.610140459061324,60161.0
兵庫県,18.701127636823173,192378.5
北海道,7.211569392882915,829467.5
千葉県,31.223841790104004,198146.5
和歌山県,9.921639171639171,56533.5
埼玉県,39.851603994051416,187581.5
大分県,8.3333552545048,63358.5
大阪府,47.60575259515571,110064.5
奈良県,12.846522514489523,57629.5
宮城県,14.400741218175959,134056.5
宮崎県,7.133620689655173,65372.5
富山県,14.435064935064934,76693.5
山口県,11.040010813733442,81674.0
山形県,9.741743503772003,116219.0
山梨県,11.66113529198404,64299.5
岐阜県,11.710773101555352,153598.5
岡山県,13.098803772716817,113881.0
岩手県,6.961181923522596,138172.5
島根県,6.421743889091572,52806.0
広島県,12.509145456305042,129257.0
徳島県,10.512385137834599,52625.0
愛媛県,10.215261457109284,69545.5
愛知県,34.70364238410596,220090.5
新潟県,10.341076487252124,164268.0
東京都,39.002605135839225,104800.0
栃木県,18.107107169622783,144965.5
沖縄県,0.0,0.0
滋賀県,19.611156269051005,96506.5
熊本県,11.330766617597101,100062.0
石川県,12.756970970206265,66795.5
神奈川県,41.90090847913863,124529.5
福井県,11.469431051108968,59469.0
福岡県,27.153049289891396,162511.0
福島県,9.367841536338547,162925.5
秋田県,7.506335797254488,113736.0
群馬県,16.166687705124968,128072.5
茨城県,27.400461437046804,207832.5
長崎県,13.31783336695582,66016.5
長野県,10.319310754604873,173674.0
青森県,10.028023830054089,127927.5
静岡県,18.68335609961122,177809.5
香川県,22.370353982300884,50557.0
高知県,5.872084847064339,50106.5
鳥取県,7.937832831673998,34283.5
鹿児島県,7.266818435235086,78205.5
