Model,Mean Squared Error,R^2 Score
Random Forest,0.05333652012373737,0.36928722559856575
Linear Regression,0.060893282780732416,0.2799273136690035
Ridge Regression,0.08296257180013164,0.01895448540423672
Lasso Regression,0.09541229070447775,-0.1282654069408491
Gradient Boosting,0.04698101738076342,0.4444420493185528
