Model,Mean Squared Error,R^2 Score
Random Forest,0.05809883749274579,0.30498714814313366
Linear Regression,0.06163311162298581,0.26270805877566117
Ridge Regression,0.0720008715926289,0.13868274717164142
Lasso Regression,0.09384078317405219,-0.12257926576281797
Gradient Boosting,0.059040965362996634,0.293716854172129
