Model,Mean Squared Error,R^2 Score
Random Forest,0.05593120145124565,0.33873314835074386
Linear Regression,0.05879533796491978,0.3048708588602901
Ridge Regression,0.07795741935701037,0.07832022335785283
Lasso Regression,0.09550380213279662,-0.1291282310811408
Gradient Boosting,0.04843473606488678,0.42736282080389576
