Model,Mean Squared Error,R^2 Score
Random Forest,0.05994321975930187,0.2904571193946872
Linear Regression,0.06155860527897685,0.2713359360561758
Ridge Regression,0.08116960121402732,0.039202216793698064
Lasso Regression,0.09532262531056497,-0.12832594614211756
Gradient Boosting,0.04991902612020539,0.4091126614057793
