Model,Mean Squared Error,R^2 Score
Random Forest,0.06755325907956064,0.21068099797848105
Linear Regression,0.06515703357114883,0.23867944472537372
Ridge Regression,0.07429540106281166,0.13190314396792246
Lasso Regression,0.09668654819342605,-0.12972387666831864
Gradient Boosting,0.06583825967450538,0.23071972945213848
