Model,Mean Squared Error,R^2 Score
Random Forest,0.0635824691571912,0.23891243060226763
Linear Regression,0.06279976844574231,0.24828142475960024
Ridge Regression,0.07175518528617966,0.1410843226907651
Lasso Regression,0.09380521298576289,-0.12285638627319972
Gradient Boosting,0.059592887469715326,0.28666806308530235
