Model,Mean Squared Error,R^2 Score
Random Forest,0.059978284397939494,0.29029680678601133
Linear Regression,0.062159539120382544,0.26448674140534656
Ridge Regression,0.07264928159981329,0.1403650895713009
Lasso Regression,0.09528981117343069,-0.12753280540423506
Gradient Boosting,0.0577438677236403,0.3167359199523626
