Model,Mean Squared Error,R^2 Score
Random Forest,0.054072416988178384,0.35952004395095316
Linear Regression,0.05741925037686509,0.3198772866804914
Ridge Regression,0.076507961758577,0.09377426211133477
Lasso Regression,0.09512343802263235,-0.12672336095664982
Gradient Boosting,0.04739718619713474,0.43858718690111165
