Model,Mean Squared Error,R^2 Score
Random Forest,0.06334437224343503,0.24380844138418656
Linear Regression,0.06440402044847413,0.231158587902751
Ridge Regression,0.07330617813744715,0.12488653468864841
Lasso Regression,0.0944332047553477,-0.1273233873816384
Gradient Boosting,0.05815810331169245,0.30572100990445705
