Model,Mean Squared Error,R^2 Score
Random Forest,0.06338604630563563,0.2479906261256586
Linear Regression,0.061553175583551854,0.2697357268921704
Ridge Regression,0.07733728079028515,0.0824737699553344
Lasso Regression,0.09517105701565647,-0.12910539730161164
Gradient Boosting,0.07241175320655423,0.1409100209936479
