Model,Mean Squared Error,R^2 Score
Random Forest,0.06434964533180523,0.23617697462138165
Linear Regression,0.06336471932117824,0.24786793517496486
Ridge Regression,0.07251834662164956,0.1392154125109648
Lasso Regression,0.09450484478430976,-0.1217618385288961
Gradient Boosting,0.058154743033150345,0.3097097655370885
