Model,Mean Squared Error,R^2 Score
Random Forest,0.06286753831060822,0.2683928304190498
Linear Regression,0.06475572887721036,0.24641942740084788
Ridge Regression,0.07416742135992001,0.13689292321005742
Lasso Regression,0.09687969781281854,-0.12741620574531165
Gradient Boosting,0.06012651101880123,0.3002909335194962
