Model,Mean Squared Error,R^2 Score
Random Forest,0.05957972013618366,0.29051813776739155
Linear Regression,0.061330177494475314,0.26967349896276405
Ridge Regression,0.07126139159821011,0.15141150880162935
Lasso Regression,0.09453848377395836,-0.1257746657299348
Gradient Boosting,0.06400889464724666,0.23777504040004172
