Model,Mean Squared Error,R^2 Score
Random Forest,0.05407771819478487,0.3645879266680503
Linear Regression,0.05847089229888937,0.31296822156247384
Ridge Regression,0.08199704957455288,0.03653635884559392
Lasso Regression,0.09594859479328462,-0.12739400969709536
Gradient Boosting,0.04646166141827359,0.4540764366962633
