region_name,mean_light,sum_light
三重県,14.931461954972926,104789.0
京都府,14.387387387387387,81447.0
佐賀県,15.514902363823227,45288.0
兵庫県,16.399436181588413,168701.0
北海道,9.583720950451665,1102310.0
千葉県,28.332335329341316,179797.0
和歌山県,9.47981747981748,54016.0
埼玉県,35.685999575100915,167974.0
大分県,9.763777456267263,74234.0
大阪府,46.221020761245676,106863.0
奈良県,12.644672313865359,56724.0
宮城県,14.079707809646578,131068.0
宮崎県,7.130838061981668,65347.0
富山県,13.740636175418784,73004.0
山口県,10.719653960529874,79304.0
山形県,11.05867560771165,131930.0
山梨県,11.36652158142909,62675.0
岐阜県,11.7435956084172,154029.0
岡山県,11.537497124453646,100307.0
岩手県,8.494181067056275,168601.0
島根県,8.023227532530706,65975.0
広島県,11.823381399399981,122171.0
徳島県,9.82281262485018,49173.0
愛媛県,10.086515863689776,68669.0
愛知県,34.359192683695994,217906.0
新潟県,10.467736858671703,166280.0
東京都,39.36360253070339,105770.0
栃木県,15.954034474144391,127728.0
沖縄県,0.0,0.0
滋賀県,17.1203007518797,84249.0
熊本県,10.675121730268373,94272.0
石川県,12.741787624140565,66716.0
神奈川県,41.04205921938089,121977.0
福井県,11.061330761812922,57353.0
福岡県,25.447786131996658,152305.0
福島県,10.051402943882245,174814.0
秋田県,9.21832101372756,139676.0
群馬県,14.334890179247665,113561.0
茨城県,22.87738958470666,173525.0
長崎県,12.339721605809967,61168.0
長野県,9.843018419489008,165658.0
青森県,11.391392960727444,145320.0
静岡県,16.79709992644741,159858.0
香川県,17.09911504424779,38644.0
高知県,7.233329426930739,61722.0
鳥取県,9.129891178513544,39432.0
鹿児島県,7.5604906151273,81366.0
