region_name,mean_light,sum_light
三重県,15.351097178683386,107734.0
京都府,14.937996820349762,84564.0
佐賀県,15.824254881808839,46191.0
兵庫県,16.922912413726063,174086.0
北海道,10.517036315739139,1209659.0
千葉県,28.806334699023008,182805.0
和歌山県,9.630747630747631,54876.0
埼玉県,36.782451667728914,173135.0
大分県,9.78245429435749,74376.0
大阪府,47.04887543252595,108777.0
奈良県,12.960098082924654,58139.0
宮城県,14.953808142657643,139205.0
宮崎県,6.924378000872982,63455.0
富山県,15.26463391680783,81101.0
山口県,10.899297107326305,80633.0
山形県,11.655322715842415,139048.0
山梨県,11.921472615161408,65735.0
岐阜県,12.117947544983227,158939.0
岡山県,11.697147458017023,101695.0
岩手県,9.060708348027608,179846.0
島根県,8.168551623495075,67170.0
広島県,12.121455530823575,125251.0
徳島県,10.019776268477827,50159.0
愛媛県,10.305229142185665,70158.0
愛知県,34.73762220119836,220306.0
新潟県,11.803714195782185,187502.0
東京都,39.91477484183104,107251.0
栃木県,16.802648013989508,134522.0
沖縄県,0.0,0.0
滋賀県,17.765494818126395,87424.0
熊本県,10.515909862982674,92866.0
石川県,14.323529411764707,74998.0
神奈川県,41.610026917900406,123665.0
福井県,12.467888138862103,64646.0
福岡県,25.83141186299081,154601.0
福島県,10.471021159153635,182112.0
秋田県,9.783856916578669,148245.0
群馬県,14.832365564251452,117502.0
茨城県,24.094001318391562,182753.0
長崎県,12.138591890256203,60171.0
長野県,10.138918597742126,170638.0
青森県,12.007682056909932,153182.0
静岡県,17.05211726384365,162285.0
香川県,17.451769911504424,39441.0
高知県,7.283604828313606,62151.0
鳥取県,9.376476036119472,40497.0
鹿児島県,7.3065415350306635,78633.0
