region_name,mean_light,sum_light
三重県,19.064405813622116,133794.0
京都府,18.02543720190779,102042.0
佐賀県,23.745460774237753,69313.0
兵庫県,20.924953825216292,215255.0
北海道,8.040523739556074,924813.0
千葉県,35.50047273873306,225286.0
和歌山県,10.629168129168129,60565.0
埼玉県,40.82005523688124,192140.0
大分県,9.93331579639616,75523.0
大阪府,49.20934256055364,113772.0
奈良県,14.172536781096746,63578.0
宮城県,17.835105811580192,166027.0
宮崎県,7.400261894369271,67816.0
富山県,16.37587050630529,87005.0
山口県,12.178696945120302,90098.0
山形県,13.252975691533948,158108.0
山梨県,14.2170837867247,78393.0
岐阜県,13.1693351631595,172729.0
岡山県,14.499884978145849,126062.0
岩手県,8.467378709254874,168069.0
島根県,7.7502128177064336,63730.0
広島県,14.627020226458917,151141.0
徳島県,10.560327606871754,52865.0
愛媛県,11.38910105757932,77537.0
愛知県,36.785714285714285,233295.0
新潟県,13.513818067359145,214667.0
東京都,38.18756978042426,102610.0
栃木県,22.085685735698227,176818.0
沖縄県,0.0,0.0
滋賀県,23.7862223125381,117052.0
熊本県,12.377873400520892,109309.0
石川県,15.532276546982429,81327.0
神奈川県,43.9993270524899,130766.0
福井県,14.438187078109932,74862.0
福岡県,30.84110275689223,184584.0
福島県,11.396274149034038,198204.0
秋田県,10.851174762407602,164417.0
群馬県,17.76079272910881,140701.0
茨城県,31.63295978905735,239936.0
長崎県,15.250554771030865,75597.0
長野県,12.293226381461675,206895.0
青森県,13.16829975699616,167988.0
静岡県,20.95965115057266,199473.0
香川県,26.0,58760.0
高知県,5.106293214578694,43572.0
鳥取県,10.448483445241955,45127.0
鹿児島県,8.500185839063372,91479.0
