region_name,mean_light,sum_light
三重県,15.580079794813336,109341.0
京都府,14.802508390743684,83797.0
佐賀県,16.726276121959575,48824.0
兵庫県,17.35170603674541,178497.0
北海道,7.425738356271572,854101.0
千葉県,30.756854711629373,195183.0
和歌山県,9.136539136539136,52060.0
埼玉県,36.77119184193754,173082.0
大分県,9.599500197290544,72985.0
大阪府,48.201557093425606,111442.0
奈良県,13.028087382969238,58444.0
宮城県,14.444086368030938,134460.0
宮崎県,6.463553033609777,59232.0
富山県,13.232260493130058,70303.0
山口県,10.859286293592863,80337.0
山形県,8.942162615255658,106680.0
山梨県,11.078527384838592,61087.0
岐阜県,11.178713022262885,146620.0
岡山県,11.654589371980677,101325.0
岩手県,7.097183737215981,140872.0
島根県,7.467590903563177,61406.0
広島県,11.802380721958773,121954.0
徳島県,9.282061526168597,46466.0
愛媛県,10.024236192714454,68245.0
愛知県,35.549668874172184,225456.0
新潟県,9.954107648725213,158121.0
東京都,39.474134722739116,106067.0
栃木県,15.696602548088933,125667.0
沖縄県,0.0,0.0
滋賀県,18.2137776874619,89630.0
熊本県,10.614086739893557,93733.0
石川県,12.878915202444615,67434.0
神奈川県,42.322678331090174,125783.0
福井県,10.995949855351977,57014.0
福岡県,27.918629908103593,167093.0
福島県,9.172665593376266,159531.0
秋田県,7.148561246040127,108315.0
群馬県,13.78742741731886,109224.0
茨城県,24.964271588661834,189354.0
長崎県,12.447649788178333,61703.0
長野県,8.987046939988117,151252.0
青森県,9.7452379085992,124320.0
静岡県,17.419459913838395,165781.0
香川県,18.51283185840708,41839.0
高知県,6.426110394937302,54834.0
鳥取県,8.862005093771707,38275.0
鹿児島県,7.118751161494146,76612.0
