region_name,mean_light,sum_light
三重県,13.97606155599886,98084.0
京都府,12.788729906376965,72397.0
佐賀県,14.170948955121617,41365.0
兵庫県,15.091183046563623,155243.0
北海道,7.051887079525991,811101.0
千葉県,26.97352663094863,171174.0
和歌山県,8.092137592137592,46109.0
埼玉県,34.71871680475887,163421.0
大分県,8.443246087070893,64194.0
大阪府,45.55795847750865,105330.0
奈良県,11.285332144449399,50626.0
宮城県,12.2345042432055,113891.0
宮崎県,5.981121780881711,54811.0
富山県,10.791454921889704,57335.0
山口県,9.19234928359016,68005.0
山形県,7.956915339480302,94926.0
山梨県,9.625498730504171,53075.0
岐阜県,10.131518755718206,132885.0
岡山県,9.946974925235795,86479.0
岩手県,6.031739634238501,119724.0
島根県,6.6006323726134015,54277.0
広島県,10.566147295074035,109180.0
徳島県,8.69256891729924,43515.0
愛媛県,8.70608108108108,59271.0
愛知県,33.82182276884264,214498.0
新潟県,7.91910607491344,125795.0
東京都,38.72087830294008,104043.0
栃木県,14.532850362228329,116350.0
沖縄県,0.0,0.0
滋賀県,15.366185734606788,75617.0
熊本県,9.494960933076662,83850.0
石川県,11.159663865546218,58432.0
神奈川県,39.94919246298789,118729.0
福井県,9.166441658630665,47528.0
福岡県,23.786299081035924,142361.0
福島県,8.043985740570378,139901.0
秋田県,6.7122492080253435,101704.0
群馬県,12.636329209795505,100105.0
茨城県,21.28556361239288,161451.0
長崎県,11.231591688521283,55675.0
長野県,8.314854426619133,139939.0
青森県,8.423688955083483,107461.0
静岡県,15.446359146789955,147003.0
香川県,16.12566371681416,36444.0
高知県,5.9259346068205785,50566.0
鳥取県,7.578374623755499,32731.0
鹿児島県,6.642166883478907,71483.0
