region_name,relative_mean_light,relative_sum_light
三重県,0.3952708160591314,0.12047554455684756
京都府,0.3530440243625999,0.08679861664785611
佐賀県,0.46200768755858196,0.058569845822504324
兵庫県,0.4274102874879919,0.1909521245569166
北海道,0.20018873202217619,1.0
千葉県,0.6915105145422789,0.19058540508264563
和歌山県,0.24224112107378987,0.05994612243770946
埼玉県,0.857713634548987,0.17533850364648587
大分県,0.21113707693412506,0.06971725497099034
大阪府,1.0,0.10041038066344299
奈良県,0.3059743624527143,0.05961219199878508
宮城県,0.3583198641115519,0.1448654096385958
宮崎県,0.17991124560786195,0.07160348737276992
富山県,0.35819997329810277,0.08265252941521618
山口県,0.2588829512229328,0.0831780168501127
山形県,0.27612363425726105,0.1430654641719388
山梨県,0.27997168164771985,0.06704581145959528
岐阜県,0.28504588528753594,0.16237044016691346
岡山県,0.3132238742162881,0.11826746188706076
岩手県,0.19220085175316176,0.16568558421432295
島根県,0.16895898311268026,0.06033959086186842
広島県,0.29366499525647444,0.13178603601271524
徳島県,0.254632733034397,0.05535997183594438
愛媛県,0.2467187142277112,0.0729478378219797
愛知県,0.7683203749537728,0.2116212969961792
新潟県,0.2752253376900633,0.18987440073723558
東京都,0.8030385848807559,0.09371192588987716
栃木県,0.43978372435440366,0.15291339207747875
沖縄県,0.0,0.0
滋賀県,0.46670634021108376,0.09974424552429667
熊本県,0.2707254715916673,0.10383165764105325
石川県,0.3154633933370356,0.07173636925285869
神奈川県,0.8895478057358851,0.11481771022086004
福井県,0.2773588818288167,0.062457072249776514
福岡県,0.6199149507666228,0.16113394838660688
福島県,0.2346611069903416,0.17724803352074855
秋田県,0.22386778095808207,0.14731682146542827
群馬県,0.367507932508325,0.1264422861205739
茨城県,0.6202799003475076,0.2043309138476725
長崎県,0.30336684015463,0.06530971832492899
長野県,0.26457264797014557,0.19338369038867087
青森県,0.2774029503524409,0.15369170023228443
静岡県,0.4374718828678578,0.18081772402676966
香川県,0.5212713953536477,0.05116383818093335
高知県,0.14973299687245556,0.05548940223862824
鳥取県,0.20409441435712308,0.038282924505834724
鹿児島県,0.1816347707672726,0.08489512685905201
