region_name,mean_light,sum_light
三重県,1.7817232529299658,12504.1337890625
京都府,2.069576584856916,11715.873046875
佐賀県,1.5945005714178657,4654.34716796875
兵庫県,2.6818595375230876,27588.2890625
北海道,0.9953021348646746,114478.65625
千葉県,5.651989195950205,35867.5234375
和歌山県,1.0495695446867321,5980.447265625
埼玉県,6.971701056936477,32815.796875
大分県,0.9799994142936999,7450.935546875
大阪府,17.463236983672147,40375.00390625
奈良県,1.6184547890311525,7260.38818359375
宮城県,1.679990676025889,15639.033203125
宮崎県,0.6426537862150807,5889.279296875
富山県,1.4291365408255694,7593.00244140625
山口県,1.0380287799489727,7679.3369140625
山形県,0.9469377030071249,11296.966796875
山梨県,1.1294627170611171,6227.857421875
岐阜県,1.1415725247312443,14972.865234375
岡山県,1.2595048039596273,10950.134765625
岩手県,0.6172325668169681,12251.44921875
島根県,0.5816098305629028,4782.57763671875
広島県,1.3533538254258202,13984.205078125
徳島県,0.8868668145100879,4439.6552734375
愛媛県,0.9245424012880068,6294.28466796875
愛知県,8.130958540286976,51566.5390625
新潟県,0.9522642602101039,15126.7177734375
東京都,19.522530354484555,52457.0390625
栃木県,1.7779816992724207,14234.521484375
沖縄県,0.0,0.0
滋賀県,1.8927148556568787,9314.0498046875
熊本県,1.0448311965660741,9226.904296875
石川県,1.399781205983814,7329.25439453125
神奈川県,12.125513911086811,36037.02734375
福井県,1.0671422974927676,5533.1328125
福岡県,4.170578790726817,24960.9140625
福島県,0.8542879695944975,14857.7763671875
秋田県,0.7652459633010493,11595.0068359375
群馬県,1.5363681391615123,12171.1083984375
茨城県,2.86611939683586,21739.515625
長崎県,1.2047665588120335,5972.02783203125
長野県,0.8341210241198752,14038.2568359375
青森県,1.1506306127273263,14678.5947265625
静岡県,2.1535213302511296,20495.0625
香川県,2.0922229327986726,4728.423828125
高知県,0.6186578371286476,5279.00732421875
鳥取県,0.7371547210544975,3183.771240234375
鹿児島県,0.6666742738483785,7174.74853515625
