region_name,mean_light,sum_light
三重県,1.7519129103287974,12294.9248046875
京都府,2.103451797385621,11907.640625
佐賀県,1.5534031480173005,4534.3837890625
兵庫県,2.8120388217531835,28927.443359375
北海道,0.8684406217668386,99887.171875
千葉県,5.207116195241097,33044.359375
和歌山県,1.0484097696011758,5973.8388671875
埼玉県,6.373198328287657,29998.64453125
大分県,1.0462504392797252,7954.64208984375
大阪府,18.07075178416955,41779.578125
奈良県,1.6445841489495097,7377.6044921875
宮城県,1.6768036560720807,15609.365234375
宮崎県,0.6253470292210006,5730.68017578125
富山県,1.300675193805289,6910.4873046875
山口県,1.0914109625278792,8074.25830078125
山形県,0.7977163335603521,9516.755859375
山梨県,1.0338005035477875,5700.3759765625
岐阜県,1.0526328917209897,13806.3330078125
岡山県,1.2849774269611227,11171.59375
岩手県,0.591887057833518,11748.3662109375
島根県,0.5717812628260671,4701.75732421875
広島県,1.3286993317828801,13729.4501953125
徳島県,0.8920336611690971,4465.5205078125
愛媛県,0.956713522923399,6513.3056640625
愛知県,7.821214226584674,49602.140625
新潟県,0.851392085694051,13524.36328125
東京都,17.885283890026052,48057.7578125
栃木県,1.5156054833874595,12133.9375
沖縄県,0.0,0.0
滋賀県,1.8288042874288764,8999.5458984375
熊本県,1.0468080970091156,9244.3623046875
石川県,1.2930930584236535,6770.63525390625
神奈川県,11.07351688677658,32910.4921875
福井県,0.989401518804243,5130.046875
福岡県,4.283308205409357,25635.599609375
福島県,0.8040306561565662,13983.701171875
秋田県,0.6411919115463305,9715.33984375
群馬県,1.3771841371339308,10910.052734375
茨城県,2.6375208573665128,20005.595703125
長崎県,1.1489513921285557,5695.35205078125
長野県,0.7663885523432858,12898.3193359375
青森県,0.9799380211599514,12501.0693359375
静岡県,2.0930514145739205,19919.5703125
香川県,2.070016506498894,4678.2373046875
高知県,0.6124053994418728,5225.6552734375
鳥取県,0.6998901791140889,3022.82568359375
鹿児島県,0.6444199552679567,6935.24755859375
