region_name,mean_light,sum_light
三重県,1.7365612031116415,12187.1865234375
京都府,2.100510896926338,11890.9921875
佐賀県,1.6196071602539397,4727.63330078125
兵庫県,2.772323001725479,28518.88671875
北海道,0.9373554586633512,107813.6875
千葉県,5.720732671170817,36303.76953125
和歌山県,1.0126209305896805,5769.9140625
埼玉県,7.218085265296367,33975.52734375
大分県,0.9732016247698277,7399.251953125
大阪府,17.943345858564015,41485.015625
奈良県,1.6313964190676549,7318.4443359375
宮城県,1.6954025086609732,15782.501953125
宮崎県,0.6167859627346137,5652.2265625
富山県,1.4874615661173065,7902.88330078125
山口県,1.0637385896103677,7869.5380859375
山形県,0.9224983464742247,11005.4052734375
山梨県,1.106990179117927,6103.94384765625
岐阜県,1.1078379341071973,14530.40234375
岡山県,1.2843308783356338,11165.97265625
岩手県,0.5907818876265807,11726.4296875
島根県,0.5813625131110909,4780.5439453125
広島県,1.3742966632996225,14200.607421875
徳島県,0.8816868975978825,4413.724609375
愛媛県,0.9283813046232373,6320.419921875
愛知県,8.012583520577104,50815.8046875
新潟県,1.033258946136292,16413.318359375
東京都,20.098634629698548,54005.03125
栃木県,1.7220709955814388,13786.900390625
沖縄県,0.0,0.0
滋賀県,1.8681146489534648,9192.9921875
熊本県,1.042554062039973,9206.794921875
石川県,1.5611867882806532,8174.3740234375
神奈川県,12.455425113559892,37017.5234375
福井県,1.1517110090706364,5971.62158203125
福岡県,4.3380697838345865,25963.34765625
福島県,0.8370948658147425,14558.75390625
秋田県,0.6861240342652785,10396.1513671875
群馬県,1.5306899743199318,12126.1259765625
茨城県,2.8883984117501647,21908.501953125
長崎県,1.1864367545264274,5881.1669921875
長野県,0.8022275257167261,13501.4892578125
青森県,1.0996461195324136,14028.185546875
静岡県,2.113476624067458,20113.95703125
香川県,2.1237473209347346,4799.6689453125
高知県,0.6002327590311145,5121.7861328125
鳥取県,0.7273510533037162,3141.42919921875
鹿児島県,0.633277188400158,6815.3291015625
