region_name,mean_light,sum_light
三重県,1.8082223556835992,12690.1044921875
京都府,2.1905835638027735,12400.8935546875
佐賀県,1.6280906078708461,4752.396484375
兵庫県,2.9219856903737726,30058.466796875
北海道,0.9521204105408672,109511.9375
千葉県,5.791349866057359,36751.90625
和歌山県,1.114891258445946,6352.650390625
埼玉県,6.897181060123221,32465.03125
大分県,1.1035011107868604,8389.9189453125
大阪府,18.429572610294116,42609.171875
奈良県,1.7510687547021289,7855.29443359375
宮城県,1.7900546933746913,16663.619140625
宮崎県,0.6983749143216663,6399.90771484375
富山県,1.6573640495600415,8805.5751953125
山口県,1.1406836095904298,8438.77734375
山形県,0.9108272376624057,10866.1689453125
山梨県,1.1569296442861352,6379.31005859375
岐阜県,1.1633922487324642,15259.052734375
岡山県,1.3927038178269495,12108.1669921875
岩手県,0.6630378695085395,13160.638671875
島根県,0.6617741158564393,5441.7685546875
広島県,1.4041213716067453,14508.7861328125
徳島県,0.9274413672343188,4642.771484375
愛媛県,1.0122918062848854,6891.6826171875
愛知県,7.728508849731946,49014.203125
新潟県,1.0912400161315707,17334.34765625
東京都,19.730134385467064,53014.87109375
栃木県,1.6981206965869349,13595.154296875
沖縄県,0.0,0.0
滋賀県,1.929284253708596,9494.0078125
熊本県,1.0910572928462234,9635.126953125
石川県,1.5809336429884453,8277.7685546875
神奈川県,12.304251135598923,36568.234375
福井県,1.214874450036162,6299.1240234375
福岡県,4.3804299159356725,26216.873046875
福島県,0.8894187274501207,15468.7705078125
秋田県,0.7144018735150475,10824.6171875
群馬県,1.5350229927338426,12160.4521484375
茨城県,2.8721340433421227,21785.13671875
長崎県,1.2029287812689127,5962.91796875
長野県,0.8512686028483363,14326.8505859375
青森県,1.1063986928745002,14114.328125
静岡県,2.2190028370284756,21118.25
香川県,2.1869052043003316,4942.40576171875
高知県,0.6630421049162076,5657.73828125
鳥取県,0.8224535211420467,3552.1767578125
鹿児島県,0.688160599795577,7405.984375
