Model,Mean Squared Error,R^2 Score
Random Forest,1791773944395116.0,0.263338466585877
Linear Regression,1780111300208506.8,0.26813339140161385
Ridge Regression,2090791249563587.5,0.1404018945747647
Lasso Regression,1780111162908361.8,0.2681334478505514
Gradient Boosting,1762003832875275.8,0.2755780105700477
