Model,Mean Squared Error,R^2 Score
Random Forest,2086709319434672.0,0.2762198746506648
Linear Regression,2060673405098155.2,0.28525049389722756
Ridge Regression,2428262041696165.0,0.15775149487709683
Lasso Regression,2060673239370343.5,0.28525055138031596
Gradient Boosting,2109475256785671.2,0.2683234547534913
